#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
F2R	PECAM1	9606.ENSP00000321326	9606.ENSP00000457421	0	0	0	0	0.048	0.091	0	0.381	0.417
F2R	TBXA2R	9606.ENSP00000321326	9606.ENSP00000393333	0	0	0	0	0.055	0	0	0.444	0.452
F2R	PROS1	9606.ENSP00000321326	9606.ENSP00000377783	0	0	0	0	0.067	0	0	0.484	0.498
F2R	RCAN2	9606.ENSP00000321326	9606.ENSP00000360425	0	0	0	0	0.056	0	0	0.492	0.499
F2R	F3	9606.ENSP00000321326	9606.ENSP00000334145	0	0	0	0	0.044	0	0	0.817	0.817
F2R	LPAR4	9606.ENSP00000321326	9606.ENSP00000408205	0	0	0	0.746	0	0	0.900	0.093	0.905
F2R	THBD	9606.ENSP00000321326	9606.ENSP00000366307	0	0	0	0	0.043	0.091	0	0.965	0.966
F2RL2	F2RL3	9606.ENSP00000296641	9606.ENSP00000248076	0	0	0	0.829	0.043	0	0.900	0.150	0.911
F2RL2	GNG11	9606.ENSP00000296641	9606.ENSP00000248564	0	0	0	0	0.062	0	0.500	0	0.510
F2RL2	FAM162B	9606.ENSP00000296641	9606.ENSP00000357545	0	0	0	0	0	0	0	0.403	0.403
F2RL2	GNG7	9606.ENSP00000296641	9606.ENSP00000371594	0	0	0	0	0	0	0.500	0.166	0.565
F2RL3	GNG7	9606.ENSP00000248076	9606.ENSP00000371594	0	0	0	0	0.044	0	0.500	0	0.501
F2RL3	GNG11	9606.ENSP00000248076	9606.ENSP00000248564	0	0	0	0	0.047	0	0.500	0	0.503
F2RL3	LRRN3	9606.ENSP00000248076	9606.ENSP00000397312	0	0	0	0	0	0.091	0	0.553	0.576
F3	PROCR	9606.ENSP00000334145	9606.ENSP00000216968	0	0	0	0	0.049	0	0	0.702	0.704
F3	TFPI	9606.ENSP00000334145	9606.ENSP00000233156	0	0	0	0	0.056	0	0.500	0.999	0.999
F3	VWF	9606.ENSP00000334145	9606.ENSP00000261405	0	0	0	0	0.047	0	0	0.980	0.980
F3	SELP	9606.ENSP00000334145	9606.ENSP00000263686	0	0	0	0	0	0	0	0.905	0.905
F3	KDR	9606.ENSP00000334145	9606.ENSP00000263923	0	0	0	0	0.049	0	0	0.400	0.405
F3	FGF2	9606.ENSP00000334145	9606.ENSP00000264498	0	0	0	0	0.072	0	0	0.438	0.456
F3	NRP1	9606.ENSP00000334145	9606.ENSP00000265371	0	0	0	0	0.062	0	0	0.423	0.435
F3	FLT1	9606.ENSP00000334145	9606.ENSP00000282397	0	0	0	0	0.056	0	0	0.400	0.409
F3	NOS3	9606.ENSP00000334145	9606.ENSP00000297494	0	0	0	0	0	0	0	0.526	0.526
F3	JUN	9606.ENSP00000334145	9606.ENSP00000360266	0	0	0	0	0.083	0	0	0.380	0.407
F3	GHR	9606.ENSP00000334145	9606.ENSP00000483403	0	0	0.411	0	0.049	0	0	0	0.415
F3	PROS1	9606.ENSP00000334145	9606.ENSP00000377783	0	0	0	0	0.042	0	0	0.609	0.609
F3	PECAM1	9606.ENSP00000334145	9606.ENSP00000457421	0	0	0	0	0	0	0	0.688	0.688
F3	THBD	9606.ENSP00000334145	9606.ENSP00000366307	0	0	0	0	0.075	0	0.540	0.963	0.982
FAM13C	PDZRN3	9606.ENSP00000481854	9606.ENSP00000263666	0	0	0	0	0.099	0.416	0	0	0.451
FAM13C	FAM43B	9606.ENSP00000481854	9606.ENSP00000331397	0	0	0	0	0.103	0	0	0.364	0.405
FAM162B	HIGD1B	9606.ENSP00000357545	9606.ENSP00000253410	0	0	0	0	0.197	0	0	0.488	0.571
FAM189A2	HECW2	9606.ENSP00000304435	9606.ENSP00000260983	0	0	0	0	0.042	0.545	0	0.052	0.550
FAT2	TP63	9606.ENSP00000261800	9606.ENSP00000264731	0	0	0	0	0.263	0	0	0.298	0.461
FAT2	FAT4	9606.ENSP00000261800	9606.ENSP00000377862	0	0	0	0.647	0.074	0.134	0	0.581	0.635
FAT4	WNT9B	9606.ENSP00000377862	9606.ENSP00000290015	0	0	0	0	0	0.053	0	0.475	0.482
FBLN5	VWF	9606.ENSP00000345008	9606.ENSP00000261405	0	0	0	0	0.187	0.091	0	0.298	0.436
FBLN5	LTBP4	9606.ENSP00000345008	9606.ENSP00000311905	0	0	0	0.667	0.074	0.169	0	0.524	0.601
FBLN5	PRELP	9606.ENSP00000345008	9606.ENSP00000343924	0	0	0	0	0.186	0.099	0	0.498	0.600
FBLN5	LAMA2	9606.ENSP00000345008	9606.ENSP00000400365	0	0	0	0	0.210	0.098	0	0.250	0.418
FBLN5	HSPG2	9606.ENSP00000345008	9606.ENSP00000363827	0	0	0	0	0.085	0.045	0	0.411	0.440
FBLN5	MYH11	9606.ENSP00000345008	9606.ENSP00000379616	0	0	0	0	0.111	0.082	0	0.373	0.443
FBLN5	OGN	9606.ENSP00000345008	9606.ENSP00000364711	0	0	0	0	0.267	0.099	0	0.356	0.538
FBLN5	MFAP4	9606.ENSP00000345008	9606.ENSP00000378957	0	0	0	0	0.366	0.069	0.500	0.527	0.842
FCER1A	IL1RL1	9606.ENSP00000357097	9606.ENSP00000233954	0	0	0	0	0.042	0	0	0.425	0.426
FCER1A	MS4A2	9606.ENSP00000357097	9606.ENSP00000278888	0	0	0	0	0.574	0.095	0.900	0.926	0.996
FCER1A	TSLP	9606.ENSP00000357097	9606.ENSP00000339804	0	0	0	0	0	0	0	0.407	0.407
FCER1A	TPSAB1	9606.ENSP00000357097	9606.ENSP00000343577	0	0	0	0	0.340	0.113	0	0.420	0.631
FCER1A	SIGLEC6	9606.ENSP00000357097	9606.ENSP00000401502	0	0	0	0	0.138	0.126	0	0.332	0.452
FCER1A	IL33	9606.ENSP00000357097	9606.ENSP00000370842	0	0	0	0	0.067	0	0	0.451	0.466
FGD5	PTPRB	9606.ENSP00000285046	9606.ENSP00000334928	0	0	0	0	0.177	0	0	0.303	0.402
FGD5	TEK	9606.ENSP00000285046	9606.ENSP00000369375	0	0	0	0	0.326	0	0	0.292	0.502
FGF2	NGFR	9606.ENSP00000264498	9606.ENSP00000172229	0	0	0	0	0.042	0	0.650	0.574	0.844
FGF2	TGFBR3	9606.ENSP00000264498	9606.ENSP00000212355	0	0	0	0	0.056	0.042	0	0.614	0.620
FGF2	HGF	9606.ENSP00000264498	9606.ENSP00000222390	0	0	0	0	0.054	0	0.400	0.927	0.955
FGF2	GLI1	9606.ENSP00000264498	9606.ENSP00000228682	0	0	0	0	0.047	0.045	0	0.452	0.458
FGF2	KLF2	9606.ENSP00000264498	9606.ENSP00000248071	0	0	0	0	0	0.045	0	0.428	0.431
FGF2	GFAP	9606.ENSP00000264498	9606.ENSP00000253408	0	0	0	0	0.062	0	0	0.754	0.759
FGF2	JAG1	9606.ENSP00000264498	9606.ENSP00000254958	0	0	0	0	0.060	0.042	0	0.525	0.536
FGF2	LYVE1	9606.ENSP00000264498	9606.ENSP00000256178	0	0	0	0	0.085	0.045	0	0.630	0.649
FGF2	VWF	9606.ENSP00000264498	9606.ENSP00000261405	0	0	0	0	0.060	0	0	0.662	0.669
FGF2	FLT4	9606.ENSP00000264498	9606.ENSP00000261937	0	0	0	0	0.055	0.168	0.650	0.814	0.942
FGF2	SELP	9606.ENSP00000264498	9606.ENSP00000263686	0	0	0	0	0.042	0.045	0	0.435	0.437
FGF2	KDR	9606.ENSP00000264498	9606.ENSP00000263923	0	0	0	0	0.080	0.168	0.650	0.995	0.998
FGF2	MCAM	9606.ENSP00000264498	9606.ENSP00000264036	0	0	0	0	0.080	0	0	0.482	0.503
FGF2	HEY1	9606.ENSP00000264498	9606.ENSP00000338272	0	0	0	0	0.055	0	0	0.394	0.403
FGF2	FOXO1	9606.ENSP00000264498	9606.ENSP00000368880	0	0	0	0	0	0	0	0.412	0.412
FGF2	IL33	9606.ENSP00000264498	9606.ENSP00000370842	0	0	0	0	0.109	0	0	0.370	0.415
FGF2	SYN2	9606.ENSP00000264498	9606.ENSP00000480050	0	0	0	0	0.059	0	0	0.425	0.435
FGF2	MSX1	9606.ENSP00000264498	9606.ENSP00000372170	0	0	0	0	0.063	0	0	0.439	0.452
FGF2	LIFR	9606.ENSP00000264498	9606.ENSP00000398368	0	0	0	0	0.142	0	0	0.406	0.469
FGF2	SCARA5	9606.ENSP00000264498	9606.ENSP00000346990	0	0	0	0	0.062	0	0	0.480	0.492
FGF2	NTF4	9606.ENSP00000264498	9606.ENSP00000469455	0	0	0	0	0	0	0	0.509	0.509
FGF2	FLRT2	9606.ENSP00000264498	9606.ENSP00000332879	0	0	0	0	0.062	0	0.500	0.066	0.524
FGF2	NOS3	9606.ENSP00000264498	9606.ENSP00000297494	0	0	0	0	0.070	0	0	0.544	0.557
FGF2	TRPC1	9606.ENSP00000264498	9606.ENSP00000419313	0	0	0	0	0.083	0	0	0.553	0.572
FGF2	JUN	9606.ENSP00000264498	9606.ENSP00000360266	0	0	0	0	0	0	0	0.589	0.589
FGF2	SOX17	9606.ENSP00000264498	9606.ENSP00000297316	0	0	0	0	0.056	0	0	0.608	0.614
FGF2	KL	9606.ENSP00000264498	9606.ENSP00000369442	0	0	0	0	0.047	0.045	0.400	0.431	0.647
FGF2	IGF2	9606.ENSP00000264498	9606.ENSP00000391826	0	0	0	0	0	0	0	0.656	0.656
FGF2	TGFBR2	9606.ENSP00000264498	9606.ENSP00000351905	0	0	0	0	0	0	0	0.657	0.657
FGF2	VEGFD	9606.ENSP00000264498	9606.ENSP00000297904	0	0	0	0	0.076	0	0	0.648	0.662
FGF2	FOS	9606.ENSP00000264498	9606.ENSP00000306245	0	0	0	0	0.087	0	0	0.665	0.681
FGF2	TIE1	9606.ENSP00000264498	9606.ENSP00000361554	0	0	0	0	0	0.168	0	0.655	0.701
FGF2	PTN	9606.ENSP00000264498	9606.ENSP00000341170	0	0	0	0	0.084	0	0	0.709	0.722
FGF2	PGF	9606.ENSP00000264498	9606.ENSP00000451040	0	0	0	0	0	0	0	0.734	0.734
FGF2	KLF4	9606.ENSP00000264498	9606.ENSP00000363804	0	0	0	0	0.042	0.045	0	0.742	0.743
FGF2	GAPDH	9606.ENSP00000264498	9606.ENSP00000380070	0	0	0	0	0	0	0	0.746	0.746
FGF2	PECAM1	9606.ENSP00000264498	9606.ENSP00000457421	0	0	0	0	0.087	0	0	0.791	0.801
FGF2	FGF7	9606.ENSP00000264498	9606.ENSP00000267843	0	0	0	0.736	0.121	0	0.400	0.673	0.812
FGF2	VEGFC	9606.ENSP00000264498	9606.ENSP00000480043	0	0	0	0	0.136	0	0	0.809	0.828
FGF2	NGF	9606.ENSP00000264498	9606.ENSP00000358525	0	0	0	0	0.092	0	0	0.862	0.869
FGF2	IGF1	9606.ENSP00000264498	9606.ENSP00000376637	0	0	0	0	0.043	0	0	0.882	0.882
FGF2	PDGFA	9606.ENSP00000264498	9606.ENSP00000346508	0	0	0	0	0.048	0	0.400	0.816	0.886
FGF2	NRP1	9606.ENSP00000264498	9606.ENSP00000265371	0	0	0	0	0.056	0.322	0	0.907	0.935
FGF2	TEK	9606.ENSP00000264498	9606.ENSP00000369375	0	0	0	0	0.080	0.168	0.650	0.805	0.941
FGF2	FLT1	9606.ENSP00000264498	9606.ENSP00000282397	0	0	0	0	0.074	0.168	0.650	0.978	0.993
FGF2	HSPG2	9606.ENSP00000264498	9606.ENSP00000363827	0	0	0	0	0.062	0.257	0.500	0.995	0.998
FGF7	KRT14	9606.ENSP00000267843	9606.ENSP00000167586	0	0	0	0	0.042	0	0	0.425	0.425
FGF7	NGFR	9606.ENSP00000267843	9606.ENSP00000172229	0	0	0	0	0.042	0	0.650	0.375	0.772
FGF7	GADD45B	9606.ENSP00000267843	9606.ENSP00000215631	0	0	0	0	0.042	0	0	0.416	0.416
FGF7	HGF	9606.ENSP00000267843	9606.ENSP00000222390	0	0	0	0	0.080	0	0	0.889	0.894
FGF7	GLI1	9606.ENSP00000267843	9606.ENSP00000228682	0	0	0	0	0.044	0.045	0	0.470	0.474
FGF7	GFAP	9606.ENSP00000267843	9606.ENSP00000253408	0	0	0	0	0.060	0	0	0.456	0.466
FGF7	JAG1	9606.ENSP00000267843	9606.ENSP00000254958	0	0	0	0	0.054	0.042	0	0.618	0.624
FGF7	VWF	9606.ENSP00000267843	9606.ENSP00000261405	0	0	0	0	0.114	0	0	0.484	0.523
FGF7	FLT4	9606.ENSP00000267843	9606.ENSP00000261937	0	0	0	0	0.055	0.168	0.650	0.709	0.909
FGF7	KDR	9606.ENSP00000267843	9606.ENSP00000263923	0	0	0	0	0.075	0.168	0.650	0.822	0.945
FGF7	NRP1	9606.ENSP00000267843	9606.ENSP00000265371	0	0	0	0	0.056	0	0	0.892	0.893
FGF7	GLI2	9606.ENSP00000267843	9606.ENSP00000390436	0	0	0	0	0.064	0.045	0	0.389	0.406
FGF7	MEIS2	9606.ENSP00000267843	9606.ENSP00000453793	0	0	0	0	0.071	0	0	0.395	0.414
FGF7	SLIT3	9606.ENSP00000267843	9606.ENSP00000332164	0	0	0	0	0.138	0	0	0.351	0.417
FGF7	TIE1	9606.ENSP00000267843	9606.ENSP00000361554	0	0	0	0	0	0.168	0	0.332	0.420
FGF7	SPRY1	9606.ENSP00000267843	9606.ENSP00000481675	0	0	0	0	0.049	0	0	0.418	0.423
FGF7	IL33	9606.ENSP00000267843	9606.ENSP00000370842	0	0	0	0	0.172	0	0	0.350	0.439
FGF7	NOS3	9606.ENSP00000267843	9606.ENSP00000297494	0	0	0	0	0.070	0	0	0.435	0.452
FGF7	FRZB	9606.ENSP00000267843	9606.ENSP00000295113	0	0	0	0	0.092	0	0	0.430	0.461
FGF7	FOS	9606.ENSP00000267843	9606.ENSP00000306245	0	0	0	0	0.087	0	0	0.435	0.462
FGF7	SOX17	9606.ENSP00000267843	9606.ENSP00000297316	0	0	0	0	0.056	0	0	0.457	0.465
FGF7	KLF4	9606.ENSP00000267843	9606.ENSP00000363804	0	0	0	0	0	0.045	0	0.463	0.465
FGF7	MSX1	9606.ENSP00000267843	9606.ENSP00000372170	0	0	0	0	0.106	0	0	0.425	0.465
FGF7	PDGFA	9606.ENSP00000267843	9606.ENSP00000346508	0	0	0	0	0	0	0	0.503	0.503
FGF7	JUN	9606.ENSP00000267843	9606.ENSP00000360266	0	0	0	0	0.044	0	0	0.509	0.510
FGF7	VEGFD	9606.ENSP00000267843	9606.ENSP00000297904	0	0	0	0	0.082	0	0	0.522	0.543
FGF7	PTN	9606.ENSP00000267843	9606.ENSP00000341170	0	0	0	0	0.063	0	0	0.551	0.561
FGF7	VEGFC	9606.ENSP00000267843	9606.ENSP00000480043	0	0	0	0	0.078	0	0	0.572	0.588
FGF7	SPRY2	9606.ENSP00000267843	9606.ENSP00000366306	0	0	0	0	0.055	0	0	0.591	0.597
FGF7	GAPDH	9606.ENSP00000267843	9606.ENSP00000380070	0	0	0	0	0	0	0	0.599	0.599
FGF7	PGF	9606.ENSP00000267843	9606.ENSP00000451040	0	0	0	0	0	0	0	0.621	0.621
FGF7	TGFBR2	9606.ENSP00000267843	9606.ENSP00000351905	0	0	0	0	0.083	0	0	0.617	0.633
FGF7	IGF2	9606.ENSP00000267843	9606.ENSP00000391826	0	0	0	0	0.044	0	0	0.699	0.700
FGF7	NGF	9606.ENSP00000267843	9606.ENSP00000358525	0	0	0	0	0.062	0	0	0.700	0.706
FGF7	PECAM1	9606.ENSP00000267843	9606.ENSP00000457421	0	0	0	0	0.106	0	0	0.739	0.757
FGF7	IGF1	9606.ENSP00000267843	9606.ENSP00000376637	0	0	0	0	0.136	0	0	0.808	0.827
FGF7	TEK	9606.ENSP00000267843	9606.ENSP00000369375	0	0	0	0	0.073	0.168	0.650	0.533	0.857
FGF7	FLT1	9606.ENSP00000267843	9606.ENSP00000282397	0	0	0	0	0.069	0.168	0.650	0.735	0.918
FGF7	KL	9606.ENSP00000267843	9606.ENSP00000369442	0	0	0	0	0.057	0.045	0.400	0.983	0.990
FGF7	HSPG2	9606.ENSP00000267843	9606.ENSP00000363827	0	0	0	0	0.050	0.310	0	0.987	0.990
FHL5	RERGL	9606.ENSP00000326022	9606.ENSP00000229002	0	0	0	0	0.463	0.110	0	0.064	0.513
FLRT2	ROBO4	9606.ENSP00000332879	9606.ENSP00000304945	0	0	0	0	0.056	0.114	0	0.466	0.514
FLRT2	TENM2	9606.ENSP00000332879	9606.ENSP00000427874	0	0	0	0	0.078	0.045	0	0.414	0.440
FLRT2	KL	9606.ENSP00000332879	9606.ENSP00000369442	0	0	0	0	0	0	0.500	0.053	0.506
FLT1	NGFR	9606.ENSP00000282397	9606.ENSP00000172229	0	0	0	0	0.056	0	0	0.527	0.534
FLT1	HGF	9606.ENSP00000282397	9606.ENSP00000222390	0	0	0	0	0.044	0	0.650	0.748	0.908
FLT1	JAG1	9606.ENSP00000282397	9606.ENSP00000254958	0	0	0	0	0.060	0	0	0.452	0.463
FLT1	LYVE1	9606.ENSP00000282397	9606.ENSP00000256178	0	0	0	0	0.130	0.052	0	0.512	0.563
FLT1	VWF	9606.ENSP00000282397	9606.ENSP00000261405	0	0	0	0	0.165	0	0	0.650	0.695
FLT1	FLT4	9606.ENSP00000282397	9606.ENSP00000261937	0	0	0	0.885	0.101	0.097	0	0.910	0.920
FLT1	KDR	9606.ENSP00000282397	9606.ENSP00000263923	0	0	0.070	0.906	0.329	0.510	0	0.984	0.994
FLT1	MCAM	9606.ENSP00000282397	9606.ENSP00000264036	0	0	0	0	0.122	0.045	0	0.372	0.428
FLT1	MECOM	9606.ENSP00000282397	9606.ENSP00000264674	0	0	0	0	0.062	0.052	0	0.426	0.445
FLT1	NRP1	9606.ENSP00000282397	9606.ENSP00000265371	0	0	0	0	0.074	0.345	0	0.989	0.993
FLT1	HSPG2	9606.ENSP00000282397	9606.ENSP00000363827	0	0	0	0.550	0.072	0.297	0	0.162	0.406
FLT1	JUN	9606.ENSP00000282397	9606.ENSP00000360266	0	0	0	0	0	0.053	0	0.408	0.415
FLT1	NOTCH4	9606.ENSP00000282397	9606.ENSP00000364163	0	0	0	0	0.116	0	0	0.402	0.449
FLT1	TIE1	9606.ENSP00000282397	9606.ENSP00000361554	0	0	0	0.597	0.194	0	0	0.345	0.449
FLT1	ID3	9606.ENSP00000282397	9606.ENSP00000363689	0	0	0	0	0.042	0	0	0.466	0.466
FLT1	TEK	9606.ENSP00000282397	9606.ENSP00000369375	0	0	0	0.595	0.219	0	0	0.381	0.496
FLT1	GAPDH	9606.ENSP00000282397	9606.ENSP00000380070	0	0	0	0	0.055	0	0	0.513	0.520
FLT1	ROBO4	9606.ENSP00000282397	9606.ENSP00000304945	0	0	0	0.549	0.143	0.378	0	0.173	0.521
FLT1	FOS	9606.ENSP00000282397	9606.ENSP00000306245	0	0	0	0	0.087	0	0	0.552	0.574
FLT1	NOS3	9606.ENSP00000282397	9606.ENSP00000297494	0	0	0	0	0.099	0	0	0.578	0.603
FLT1	PTPRB	9606.ENSP00000282397	9606.ENSP00000334928	0	0	0	0	0.323	0.299	0	0.366	0.673
FLT1	NTF4	9606.ENSP00000282397	9606.ENSP00000469455	0	0	0	0	0	0	0.650	0.150	0.689
FLT1	NGF	9606.ENSP00000282397	9606.ENSP00000358525	0	0	0	0	0	0	0.650	0.339	0.758
FLT1	PECAM1	9606.ENSP00000282397	9606.ENSP00000457421	0	0	0	0	0.097	0.045	0	0.812	0.824
FLT1	IGF2	9606.ENSP00000282397	9606.ENSP00000391826	0	0	0	0	0	0	0.650	0.589	0.850
FLT1	PDGFA	9606.ENSP00000282397	9606.ENSP00000346508	0	0	0	0	0.062	0	0.650	0.653	0.876
FLT1	PDGFD	9606.ENSP00000282397	9606.ENSP00000376865	0	0	0	0	0.056	0	0.650	0.679	0.884
FLT1	IGF1	9606.ENSP00000282397	9606.ENSP00000376637	0	0	0	0	0.060	0	0.650	0.718	0.899
FLT1	VEGFC	9606.ENSP00000282397	9606.ENSP00000480043	0	0	0	0	0.043	0.048	0.650	0.998	0.999
FLT1	PGF	9606.ENSP00000282397	9606.ENSP00000451040	0	0	0	0	0.074	0.977	0.700	0.999	0.999
FLT1	VEGFD	9606.ENSP00000282397	9606.ENSP00000297904	0	0	0	0	0.050	0.070	0.650	0.998	0.999
FLT4	HGF	9606.ENSP00000261937	9606.ENSP00000222390	0	0	0	0	0.044	0	0.650	0.688	0.886
FLT4	PLVAP	9606.ENSP00000261937	9606.ENSP00000252590	0	0	0	0	0.126	0.189	0	0.251	0.423
FLT4	JAG1	9606.ENSP00000261937	9606.ENSP00000254958	0	0	0	0	0.055	0	0	0.421	0.430
FLT4	LYVE1	9606.ENSP00000261937	9606.ENSP00000256178	0	0	0	0	0.109	0.052	0	0.935	0.940
FLT4	LMO2	9606.ENSP00000261937	9606.ENSP00000257818	0	0	0	0	0	0.045	0	0.452	0.454
FLT4	VWF	9606.ENSP00000261937	9606.ENSP00000261405	0	0	0	0	0.116	0	0	0.516	0.554
FLT4	TIE1	9606.ENSP00000261937	9606.ENSP00000361554	0	0	0	0.592	0.209	0	0	0.273	0.400
FLT4	SPRY1	9606.ENSP00000261937	9606.ENSP00000481675	0	0	0	0	0.045	0	0	0.402	0.405
FLT4	GAPDH	9606.ENSP00000261937	9606.ENSP00000380070	0	0	0	0	0.055	0	0	0.399	0.408
FLT4	HEY1	9606.ENSP00000261937	9606.ENSP00000338272	0	0	0	0	0	0	0	0.423	0.423
FLT4	GJA4	9606.ENSP00000261937	9606.ENSP00000343676	0	0	0	0	0.138	0	0	0.368	0.432
FLT4	NOS3	9606.ENSP00000261937	9606.ENSP00000297494	0	0	0	0	0.140	0	0	0.370	0.435
FLT4	NPR1	9606.ENSP00000261937	9606.ENSP00000357669	0	0	0	0.548	0.146	0	0	0.408	0.473
FLT4	PTPRB	9606.ENSP00000261937	9606.ENSP00000334928	0	0	0	0	0.126	0.051	0	0.424	0.481
FLT4	ID1	9606.ENSP00000261937	9606.ENSP00000365280	0	0	0	0	0.042	0	0	0.490	0.490
FLT4	GJC2	9606.ENSP00000261937	9606.ENSP00000355675	0	0	0	0	0.049	0	0	0.658	0.660
FLT4	NOTCH4	9606.ENSP00000261937	9606.ENSP00000364163	0	0	0	0	0.107	0	0.500	0.379	0.698
FLT4	NTF4	9606.ENSP00000261937	9606.ENSP00000469455	0	0	0	0	0	0	0.650	0.176	0.699
FLT4	NGF	9606.ENSP00000261937	9606.ENSP00000358525	0	0	0	0	0	0	0.650	0.228	0.718
FLT4	PDGFD	9606.ENSP00000261937	9606.ENSP00000376865	0	0	0	0	0	0	0.650	0.276	0.735
FLT4	IGF2	9606.ENSP00000261937	9606.ENSP00000391826	0	0	0	0	0.049	0	0.650	0.289	0.742
FLT4	IGF1	9606.ENSP00000261937	9606.ENSP00000376637	0	0	0	0	0	0	0.650	0.394	0.778
FLT4	NRP1	9606.ENSP00000261937	9606.ENSP00000265371	0	0	0	0	0.044	0.088	0	0.778	0.789
FLT4	SOX18	9606.ENSP00000261937	9606.ENSP00000341815	0	0	0	0	0.147	0	0	0.785	0.809
FLT4	PDGFA	9606.ENSP00000261937	9606.ENSP00000346508	0	0	0	0	0.048	0	0.650	0.594	0.852
FLT4	PECAM1	9606.ENSP00000261937	9606.ENSP00000457421	0	0	0	0	0.081	0.045	0	0.937	0.940
FLT4	KDR	9606.ENSP00000261937	9606.ENSP00000263923	0	0	0.056	0.906	0.164	0.639	0	0.983	0.994
FLT4	PGF	9606.ENSP00000261937	9606.ENSP00000451040	0	0	0	0	0.058	0	0.650	0.997	0.998
FLT4	VEGFC	9606.ENSP00000261937	9606.ENSP00000480043	0	0	0	0	0.043	0.945	0.700	0.999	0.999
FLT4	VEGFD	9606.ENSP00000261937	9606.ENSP00000297904	0	0	0	0	0.043	0.636	0.700	0.999	0.999
FOS	GADD45B	9606.ENSP00000306245	9606.ENSP00000215631	0	0	0	0	0.267	0	0	0.511	0.627
FOS	SLC17A7	9606.ENSP00000306245	9606.ENSP00000221485	0	0	0	0	0	0	0	0.476	0.476
FOS	GSK3A	9606.ENSP00000306245	9606.ENSP00000222330	0	0	0	0	0	0.096	0	0.439	0.471
FOS	RASD1	9606.ENSP00000306245	9606.ENSP00000225688	0	0	0	0	0.192	0.097	0	0.262	0.415
FOS	FOSB	9606.ENSP00000306245	9606.ENSP00000245919	0	0	0.066	0.861	0.826	0.359	0.900	0.984	0.999
FOS	KLF2	9606.ENSP00000306245	9606.ENSP00000248071	0	0	0	0	0.301	0.066	0	0.569	0.694
FOS	GFAP	9606.ENSP00000306245	9606.ENSP00000253408	0	0	0	0	0.055	0	0	0.556	0.563
FOS	KDR	9606.ENSP00000306245	9606.ENSP00000263923	0	0	0	0	0.081	0	0	0.376	0.402
FOS	MECOM	9606.ENSP00000306245	9606.ENSP00000264674	0	0	0	0	0	0.310	0	0.209	0.431
FOS	TAL1	9606.ENSP00000306245	9606.ENSP00000294339	0	0	0	0	0	0	0	0.544	0.544
FOS	MAP1B	9606.ENSP00000306245	9606.ENSP00000296755	0	0	0	0	0.047	0.073	0	0.464	0.485
FOS	NOS3	9606.ENSP00000306245	9606.ENSP00000297494	0	0	0	0	0.086	0.067	0	0.387	0.432
FOS	HSP90B1	9606.ENSP00000306245	9606.ENSP00000299767	0	0	0	0	0.055	0.082	0	0.369	0.405
FOS	JUNB	9606.ENSP00000306245	9606.ENSP00000303315	0	0	0	0	0.809	0.907	0.900	0.995	0.999
FOS	ZEB2	9606.ENSP00000306245	9606.ENSP00000487174	0	0	0	0	0.056	0.095	0	0.357	0.403
FOS	LEPR	9606.ENSP00000306245	9606.ENSP00000330393	0	0	0	0	0.047	0	0	0.401	0.404
FOS	ZNF423	9606.ENSP00000306245	9606.ENSP00000455426	0	0	0	0	0	0.066	0	0.392	0.408
FOS	PER1	9606.ENSP00000306245	9606.ENSP00000314420	0	0	0	0	0.098	0	0	0.372	0.409
FOS	PECAM1	9606.ENSP00000306245	9606.ENSP00000457421	0	0	0	0	0.121	0	0	0.354	0.409
FOS	SYN2	9606.ENSP00000306245	9606.ENSP00000480050	0	0	0	0	0	0	0	0.410	0.410
FOS	NR3C2	9606.ENSP00000306245	9606.ENSP00000350815	0	0	0	0	0	0.066	0	0.399	0.415
FOS	TGFBR2	9606.ENSP00000306245	9606.ENSP00000351905	0	0	0	0	0.063	0.096	0	0.365	0.416
FOS	NR2F1	9606.ENSP00000306245	9606.ENSP00000325819	0	0	0	0	0.055	0.190	0	0.300	0.418
FOS	IGF2	9606.ENSP00000306245	9606.ENSP00000391826	0	0	0	0	0.044	0	0	0.440	0.441
FOS	SPRY1	9606.ENSP00000306245	9606.ENSP00000481675	0	0	0	0	0.075	0	0	0.432	0.452
FOS	KLF9	9606.ENSP00000306245	9606.ENSP00000366330	0	0	0	0	0.082	0.066	0	0.417	0.457
FOS	NFIA	9606.ENSP00000306245	9606.ENSP00000360231	0	0	0	0	0	0.292	0	0.264	0.457
FOS	GATA1	9606.ENSP00000306245	9606.ENSP00000365858	0	0	0	0	0	0.071	0	0.455	0.472
FOS	LIFR	9606.ENSP00000306245	9606.ENSP00000398368	0	0	0	0	0.043	0.048	0	0.481	0.485
FOS	HEY1	9606.ENSP00000306245	9606.ENSP00000338272	0	0	0	0	0.042	0.054	0	0.481	0.488
FOS	ZBTB16	9606.ENSP00000306245	9606.ENSP00000338157	0	0	0	0	0.112	0.066	0	0.442	0.497
FOS	VIP	9606.ENSP00000306245	9606.ENSP00000356213	0	0	0	0	0	0	0	0.521	0.521
FOS	ID1	9606.ENSP00000306245	9606.ENSP00000365280	0	0	0	0	0.109	0	0	0.492	0.528
